Item_Number,Set_Name,Theme,Pieces,Price,Amazon_Price,Year,Ages,Pages,Minifigures,Packaging,Weight,Unique_Pieces,Availability,Size
71023,Awesome Remix Emmet,THE LEGO® MOVIE 2™,7,NA,NA,2019,Ages_5+,23,1,Foil pack,NA,NA,Retail,Small
40360,Name Sign,NA,91,NA,NA,2019,Ages_NA,24,NA,Box,NA,30,LEGO exclusive,NA
40388,Mini-Doll Dress-Up Kit,Disney™,80,NA,NA,2018,Ages_6+,24,NA,Box,NA,48,LEGO exclusive,Small
71022,Harry Potter,Harry Potter™,8,NA,NA,2018,Ages_5+,24,1,Foil pack,NA,NA,Retail,Small
30542,Cute Pug,Creator 3-in-1,68,$3.99 ,NA,2018,Ages_6-12,28,NA,Polybag,NA,32,Retail - limited,Small
40314,Dr. Fox Magnifying Machine ,Unikitty!™,76,NA,NA,2018,Ages_6+,28,NA,Box,NA,39,LEGO exclusive,Small
10932,Wrecking Ball Demolition,DUPLO®,56,$59.99 ,NA,2020,Ages_2+,32,3,Box,NA,41,Retail,Large
40273,Thanksgiving Turkey,BrickHeadz,114,$9.99 ,NA,2018,Ages_10+,32,NA,Box,0.14Kg (0.3 lb),48,LEGO exclusive,Small
40307,Castle Interior Kit,NA,115,NA,NA,2018,Ages_6+,32,NA,Box,NA,62,NA,NA
40382,Birthday Set,NA,141,$12.99 ,NA,2020,Ages_7+,32,1,Box,0.18Kg (0.39 lb),43,LEGO exclusive,NA
41634,Emmet,NA,113,NA,NA,2019,Ages_10+,32,NA,Box,NA,43,Retail - limited,NA
41636,Benny,NA,103,NA,NA,2019,Ages_10+,32,NA,Box,NA,46,Retail - limited,NA
10924,Lightning McQueen's Race Day,Disney™,42,$29.99 ,NA,2020,Ages_2+,36,NA,Box,NA,32,Retail,Small
40186,Year of the Pig,NA,153,$9.99 ,NA,2019,Ages_7+,36,NA,Box,0.17Kg (0.36 lb),48,LEGO exclusive,NA
40235,Year of the Dog,NA,156,$9.99 ,NA,2018,Ages_7+,36,NA,Box,0.17Kg (0.36 lb),61,LEGO exclusive,NA
40271,Easter Bunny,BrickHeadz,126,NA,NA,2018,Ages_10+,36,NA,Box,NA,56,LEGO exclusive,Small
40371,Easter Egg,NA,239,$12.99 ,NA,2020,Ages_8+,36,NA,Box,NA,56,LEGO exclusive,NA
40377,Donald Duck,Disney™,90,$9.99 ,NA,2020,Ages_10+,36,NA,Box,NA,42,Retail - limited,Small
41635,Wyldstyle,NA,134,NA,NA,2019,Ages_10+,36,NA,Box,NA,48,Retail - limited,NA
10748,Emma's Pet Party,Friends,67,$9.99 ,NA,2018,Ages_4-7,36,1,Box,NA,50,Retail,Small
40197,Wedding Favour Set 2018,NA,132,$9.99 ,NA,2018,Ages_7+,40,2,Box,NA,61,LEGO exclusive,NA
40270,Valentine's Bee,BrickHeadz,140,NA,NA,2018,Ages_10+,40,NA,Box,NA,59,LEGO exclusive,Small
41637,Sweet Mayhem,NA,137,NA,NA,2019,Ages_10+,40,NA,Box,NA,60,Retail - limited,NA
41599,Wonder Woman,BrickHeadz,143,$9.99 ,NA,2018,Ages_10+,40,NA,Box,NA,54,Retail,Small
40350,Easter Chick,BrickHeadz,120,$9.99 ,NA,2019,Ages_10+,44,NA,Box,0.14Kg (0.32 lb),50,LEGO exclusive,Small
40351,Halloween Ghost,NA,136,NA,NA,2019,Ages_10+,44,NA,Box,0.16Kg (0.35 lb),54,LEGO exclusive,NA
40361,Olaf's Traveling Sleigh,Disney™,97,$12.99 ,NA,2019,Ages_6+,44,1,Box,NA,52,LEGO exclusive,Small
40379,Valentine's Bear,BrickHeadz,150,$9.99 ,NA,2020,Ages_10+,44,NA,Box,0.15Kg (0.33 lb),65,Retail - limited,Small
40409,Hot Rod,NA,142,$12.99 ,NA,2020,Ages_8+,44,2,Box,0.15Kg (0.33 lb),66,Not sold,NA
40436,Lucky Cat,BrickHeadz,134,$9.99 ,NA,2020,Ages_10+,44,NA,Box,0.14Kg (0.31 lb),71,Retail - limited,Small
41624,Mickey Mouse,BrickHeadz,109,NA,NA,2018,Ages_10+,45,NA,Box,NA,51,Retail,Small
41625,Minnie Mouse,BrickHeadz,129,NA,NA,2018,Ages_10+,45,NA,Box,NA,59,Retail,Small
40272,Halloween Witch,NA,151,NA,NA,2018,Ages_10+,48,NA,Box,0.16Kg (0.35 lb),61,LEGO exclusive,NA
40293,Christmas Carousel,NA,251,$14.99 ,NA,2018,Ages_7+,48,NA,Box,NA,73,Promotional,NA
40336,Newbury Juice Bar,NA,127,$12.99 ,NA,2019,Ages_10+,48,2,Box,0.16Kg (0.35 lb),60,Promotional,NA
40347,LEGOLAND Driving School,NA,209,NA,NA,2019,Ages_7+,48,NA,Box,0.22Kg (0.49 lb),90,LEGOLAND exclusive,NA
40348,Birthday Clown,BrickHeadz,150,$9.99 ,NA,2019,Ages_10+,48,NA,Box,0.16Kg (0.36 lb),77,LEGO exclusive,Small
40349,Valentine's Puppy,BrickHeadz,147,$9.99 ,NA,2019,Ages_10+,48,NA,Box,0.16Kg (0.35 lb),60,LEGO exclusive,Small
40354,Dragon Dance Guy,BrickHeadz,170,$9.99 ,NA,2019,Ages_10+,48,NA,Box,0.16Kg (0.35 lb),72,LEGO exclusive,Small
"40358,""Bean There, Donut That"",NA,146,NA,NA,2018,Ages_7+,48,4,Box,NA,86,Retail - limited,NA"
40359,LEGO Store Picture Frame,NA,170,$14.99 ,NA,2019,Ages_7+,48,NA,Box,0.31Kg (0.68 lb),63,LEGO exclusive,NA
40367,Lady Liberty,BrickHeadz,153,$9.99 ,NA,2019,Ages_10+,48,NA,Box,NA,43,NA,Small
40380,Easter Sheep,BrickHeadz,192,$9.99 ,NA,2020,Ages_10+,48,NA,Box,0.16Kg (0.35 lb),57,Retail - limited,Small
40383,Wedding Bride,BrickHeadz,306,$12.99 ,NA,2020,Ages_10+,48,NA,Box,NA,101,Retail - limited,Small
40384,Wedding Groom,BrickHeadz,255,$12.99 ,NA,2020,Ages_10+,48,NA,Box,NA,107,Retail - limited,Small
40389,Photo Frame,NA,171,NA,NA,2018,Ages_6+,48,NA,Box,NA,75,LEGOLAND exclusive,NA
75512,Millennium Falcon Cockpit,NA,203,NA,NA,2018,Ages_NA,48,2,Box,NA,74,Promotional,NA
40188,Pencil Pot,NA,187,NA,NA,2018,Ages_7+,49,1,Box,0.28Kg (0.63 lb),79,Retail - limited,NA
10402,Fun Future,Classic,186,$9.99 ,NA,2018,Ages_5-99,49,1,Box,NA,95,Retail,Small
40335,Space Rocket Ride,NA,154,$12.99 ,NA,2019,Ages_8+,52,1,Box,0.18Kg (0.4 lb),76,LEGO exclusive,NA
40370,LEGO® Trains 40th Anniversary Set,NA,188,$19.99 ,NA,2020,Ages_9+,52,1,Box,0.33Kg (0.72 lb),73,LEGO exclusive,NA
40385,LEGO Trophy,NA,200,$12.99 ,NA,2020,Ages_8+,52,NA,Box,0.23Kg (0.51 lb),60,LEGO exclusive,NA
40408,Drag Racer,NA,134,$12.99 ,NA,2020,Ages_7+,52,2,Box,NA,61,LEGO exclusive,NA
10933,Tower Crane & Construction,DUPLO®,123,$129.99 ,NA,2020,Ages_2+,56,5,Box,NA,72,Retail,Large
40291,Creative Personalities,NA,307,$19.99 ,NA,2018,Ages_8+,56,2,Box,0.4Kg (0.89 lb),91,Promotional,NA
40334,Avengers Tower,NA,211,$19.99 ,NA,2019,Ages_10+,56,1,Box,NA,74,LEGO exclusive,NA
40352,Thanksgiving Scarecrow,NA,177,NA,NA,2019,Ages_10+,56,NA,Box,0.17Kg (0.37 lb),69,Retail - limited,NA
40355,Year of the Rat,NA,162,$9.99 ,NA,2020,Ages_7+,56,NA,Box,0.16Kg (0.36 lb),58,LEGO exclusive,NA
41629,Boba Fett,Star Wars™,161,NA,NA,2018,Ages_10+,56,NA,Box,NA,75,Retail,Small
70833,Lucy's Builder Box!,THE LEGO® MOVIE 2™,141,$29.99 ,NA,2019,Ages_5+,56,2,Plastic box,NA,71,Retail,Small
75996,Aquaman and Storm,NA,197,NA,NA,2018,Ages_NA,56,1,Box,NA,85,Promotional,NA
75997,Ant-Man and the Wasp,NA,218,NA,NA,2018,Ages_NA,56,1,Box,NA,76,NA,NA
70832,Emmet's Builder Box!,THE LEGO® MOVIE 2™,125,$29.99 ,NA,2019,Ages_5+,56,1,Plastic box,NA,76,Retail,Small
40199,Billund Airport ,NA,286,NA,NA,2018,Ages_NA,60,NA,Box,NA,68,Retail - limited,NA
40306,LEGOLAND Castle,NA,220,NA,NA,2018,Ages_8+,60,1,Box,NA,62,LEGOLAND exclusive,NA
41612,Steve & Creeper,BrickHeadz,160,NA,NA,2018,Ages_10+,61,NA,Box,NA,64,NA,Small
41613,Mr. Incredible & Frozone,BrickHeadz,160,NA,NA,2018,Ages_10+,61,NA,Box,NA,59,Retail,Small
40198,LEGO Ludo Game,NA,389,NA,NA,2018,Ages_7+,64,8,Box,0.75Kg (1.66 lb),114,LEGO exclusive,NA
41626,Groot & Rocket,BrickHeadz,189,NA,NA,2018,Ages_10+,64,NA,Box,NA,79,Retail,Small
41627,Luke Skywalker & Yoda,Star Wars™,215,NA,NA,2018,Ages_10+,64,NA,Box,NA,81,Retail,Small
41632,Homer Simpson & Krusty the Clown,BrickHeadz,215,NA,NA,2018,Ages_10+,64,NA,Box,NA,89,Retail,Small
76109,Quantum Realm Explorers,Marvel,200,$19.99 ,NA,2018,Ages_7-12,64,3,Box,NA,100,Retail,Small
41631,Newt Scamander & Gellert Grindelwald,BrickHeadz,247,NA,NA,2018,Ages_10+,68,NA,Box,NA,75,Retail,Small
43183,Moana's Island Home,Disney™,202,$29.99 ,NA,2020,Ages_6+,68,1,Box,NA,121,Retail,Small
60230,People Pack - Space Research and Development,City,209,$39.99 ,NA,2019,Ages_5+,68,15,Box,0.15Kg (0.34 lb),146,Retail,Small
71718,Wu's Battle Dragon,NINJAGO®,321,$19.99 ,NA,2020,Ages_7+,68,2,Box,NA,109,Retail,Small
76167,Iron Man Armory,Marvel,258,$29.99 ,NA,2020,Ages_7+,68,3,Box,NA,110,Retail,Small
10717,Bricks Bricks Bricks,Classic,1500,$59.99 ,NA,2018,Ages_4-99,69,NA,Box,NA,327,Retail - limited,Small
41611,Marty McFly & Doc Brown,BrickHeadz,240,$19.99 ,NA,2018,Ages_10+,69,NA,Box,NA,73,NA,Small
40289,Diagon Alley,Harry Potter™,374,$19.99 ,NA,2018,Ages_10+,72,1,Box,NA,116,Promotional,Small
40393,LEGOLAND Fire Academy,NA,221,NA,NA,2020,Ages_7+,72,NA,Box,NA,90,NA,NA
41630,Jack Skellington & Sally,BrickHeadz,193,NA,NA,2018,Ages_10+,72,NA,Box,NA,65,NA,Small
76095,Black Manta Strike ,DC,235,NA,NA,2018,Ages_7-12,72,3,Box,NA,105,NA,Small
77902,Captain Marvel and the Asis,NA,271,NA,NA,2019,Ages_NA,72,2,Box,NA,116,Promotional,NA
81000,Koi,NA,293,NA,NA,2019,Ages_NA,72,NA,Box,NA,NA,NA,NA
75931,Dilophosaurus Outpost Attack,Jurassic World™,289,$39.99 ,NA,2018,Ages_7-12,72,3,Box,NA,124,Retail - limited,Small
41621,Ron Weasley & Albus Dumbledore,BrickHeadz,245,$19.99 ,NA,2018,Ages_10+,73,NA,Box,NA,82,Retail - limited,Small
40333,Battle of Hoth - 20th Anniversary Edition,Star Wars™,195,$14.99 ,NA,2019,Ages_6-12,76,NA,Box,NA,77,Retail - limited,Small
40378,Goofy & Pluto,Disney™,214,$14.99 ,NA,2020,Ages_10+,76,NA,Box,NA,94,Retail - limited,Small
43182,Mulan's Training Grounds,Disney™,157,$29.99 ,NA,2020,Ages_6+,76,1,Box,NA,94,Retail,Small
75227,Darth Vader Bust,NA,327,NA,NA,2019,Ages_14+,76,NA,Box,NA,95,Retail - limited,NA
41373,Funny Octopus Ride,Friends,324,$39.99 ,NA,2019,Ages_7+,76,2,Box,NA,145,Retail,Small
75232,Kylo Ren & Sith Trooper,Star Wars™,240,$19.99 ,NA,2019,Ages_10+,76,NA,Box,NA,72,Retail,Small
41614,Owen & Blue,BrickHeadz,234,$19.99 ,NA,2018,Ages_10+,77,NA,Box,NA,82,NA,Small
40338,Christmas Tree,NA,392,$19.99 ,NA,2019,Ages_8+,80,NA,Box,0.39Kg (0.85 lb),80,LEGO exclusive,NA
76162,Black Widow's Helicopter Chase,Marvel,271,$29.99 ,NA,2020,Ages_7+,80,3,Box,NA,125,Retail - limited,Small
76163,Venom Crawler,Marvel,413,$29.99 ,NA,2020,Ages_8+,80,3,NA,NA,132,NA,Small
77901,Sith Trooper Bust,NA,484,NA,NA,2019,Ages_9+,80,NA,Box,NA,96,Promotional,NA
80102,Dragon Dance,NA,622,NA,NA,2019,Ages_9+,80,5,Box,NA,109,Retail - limited,NA
75283,Armored Assault Tank (AAT),Star Wars™,286,$39.99 ,NA,2020,Ages_7+,80,3,Box,NA,121,Retail,Small
76127,Captain Marvel and The Skrull Attack,Marvel,307,$29.99 ,NA,2019,Ages_7+,80,3,Box,NA,126,Retail,Small
40274,Mr. & Mrs. Claus,BrickHeadz,341,$19.99 ,NA,2018,Ages_10+,84,NA,Box,0.3Kg (0.67 lb),109,LEGO exclusive,Small
40292,Christmas Gift Box,NA,301,$19.99 ,NA,2018,Ages_7+,84,2,Box,0.31Kg (0.68 lb),98,LEGO exclusive,NA
40305,LEGO Brand Store,NA,362,$24.99 ,NA,2018,Ages_8+,84,2,Box,0.51Kg (1.11 lb),128,LEGO exclusive,NA
40407,Death Star II Battle,Star Wars™,235,$14.99 ,NA,2020,Ages_8+,84,NA,Box,NA,72,LEGO exclusive,Small
40433,1989 Batmobile,NA,366,$29.99 ,NA,2019,Ages_7+,84,NA,Box,NA,122,NA,NA
60273,Elite Police Driller Chase,NA,179,NA,NA,2020,Ages_5+,84,2,Box,0.37Kg (0.82 lb),87,Retail,NA
75280,501st Legion Clone Troopers,Star Wars™,285,$29.99 ,NA,2020,Ages_7+,84,3,Box,NA,125,NA,Small
77903,The Dark Knight of Gotham City,NA,427,NA,NA,2019,Ages_NA,84,1,Box,NA,107,NA,NA
75203,Hoth Medical Chamber,Star Wars™,255,$29.99 ,NA,2018,Ages_7-12,84,4,Box,NA,120,Retail,Small
75204,Sandspeeder,Star Wars™,278,$29.99 ,NA,2018,Ages_7-12,84,2,Box,NA,110,Retail - limited,Small
41628,Princess Leia Organa,Star Wars™,124,NA,NA,2018,Ages_10+,88,NA,Box,NA,48,Retail,Small
70834,MetalBeard's Heavy Metal Motor Trike!,THE LEGO® MOVIE 2™,461,NA,NA,2019,Ages_7+,88,2,Box,NA,188,Retail,Small
11003,Bricks and Eyes ,Classic,451,$29.99 ,NA,2019,Ages_4+,88,NA,NA,NA,171,NA,Small
40290,60 Years of the LEGO Brick,NA,421,$24.99 ,NA,2018,Ages_8+,92,NA,Box,NA,145,LEGO exclusive,NA
60272,Elite Police Boat Transport,NA,166,NA,NA,2020,Ages_5+,92,NA,Box,0.38Kg (0.84 lb),107,Retail,NA
41398,Stephanie's House,Friends,170,$39.99 ,NA,2020,Ages_4+,92,3,Box,NA,116,Retail,Small
70842,Emmet's Triple-Decker Couch Mech,THE LEGO® MOVIE 2™,312,$29.99 ,NA,2019,Ages_8+,92,3,Box,NA,98,Retail,Small
71717,Journey to the Skull Dungeons,NINJAGO®,401,$29.99 ,NA,2020,Ages_7+,92,4,Box,NA,164,Retail,Small
75294,Bespin Duel,Star Wars™,295,$39.99 ,NA,2020,Ages_18+,96,NA,Box,NA,121,Retail - limited,Small
80006,White Dragon Horse Bike,Monkie Kid,259,$34.99 ,NA,2020,Ages_6+,96,3,NA,NA,134,NA,Small
"40353,""Reindeer, Elf and Elfie"",BrickHeadz,281,$19.99 ,NA,2019,Ages_10+,97,NA,Box,0.28Kg (0.63 lb),116,LEGO exclusive,Small"
41343,Heartlake City Airplane Tour,Friends,323,NA,NA,2018,Ages_6-12,100,1,Box,NA,176,Retail,Small
60274,Elite Police Lighthouse Capture,NA,189,NA,NA,2020,Ages_5+,100,2,Box,0.38Kg (0.84 lb),108,Retail,NA
71703,Storm Fighter Battle,NINJAGO®,165,$29.99 ,NA,2020,Ages_4+,100,3,Box,NA,96,Retail,Small
11011,Bricks and Animals,Classic,1500,$59.99 ,NA,2020,Ages_4+,101,NA,Box,NA,339,Retail,Small
21055,Burj Khalifa,NA,333,NA,NA,2019,Ages_NA,108,NA,Box,NA,NA,Retail - limited,NA
41350,Spinning Brushes Car Wash,Friends,325,$29.99 ,NA,2018,Ages_7-12,108,2,Box,NA,174,Retail,Small
60260,Air Race,City,140,$39.99 ,NA,2020,Ages_5+,108,3,Box,NA,84,Retail,Small
11009,Bricks and Lights,Classic,441,$29.99 ,NA,2020,Ages_5+,109,NA,Box,NA,173,Retail,Small
40411,Creative Fun 12-in-1,NA,240,$19.99 ,NA,2020,Ages_7+,112,NA,Box,0.33Kg (0.74 lb),113,Not sold,NA
75956,Quidditch Match,Harry Potter™,500,$39.99 ,NA,2018,Ages_7-14,112,6,Box,NA,205,Retail,Small
80103,Dragon Boat Race,NA,643,NA,NA,2019,Ages_8+,116,15,Box,NA,221,Retail - limited,NA
41456,Unikingdom Fairground Fun,Unikitty!™,515,NA,NA,2018,Ages_7-12,124,6,Box,NA,254,Retail,Small
80007,Iron Bull Tank,Monkie Kid,430,$49.99 ,NA,2020,Ages_7+,124,3,NA,NA,160,NA,Small
80104,Lion Dance,NA,882,$79.99 ,NA,2020,Ages_8+,124,8,Box,NA,174,Retail,NA
80101,Chinese New Year's Eve Dinner,NA,615,NA,NA,2019,Ages_8+,128,6,Box,NA,167,Retail - limited,NA
41256,Rainbow Caterbus,Trolls World Tour,395,$39.99 ,NA,2020,Ages_6+,132,5,Box,NA,170,Retail,Small
71704,Kai Fighter,NINJAGO®,513,$39.99 ,NA,2020,Ages_8+,132,NA,Box,NA,174,Retail,Small
75932,Jurassic Park Velociraptor Chase ,Jurassic World™,360,$39.99 ,NA,2018,Ages_6-12,132,4,Box,NA,195,Retail - limited,Small
10263,Winter Village Fire Station,Creator Expert,1166,$99.99 ,NA,2018,Ages_12+,136,8,Box,1.37Kg (3.01 lb),323,Retail - limited,Small
71720,Fire Stone Mech,NINJAGO®,968,$69.99 ,NA,2020,Ages_9+,136,5,Box,NA,260,Retail,Small
40337,Mini Gingerbread House,NA,499,$19.99 ,NA,2019,Ages_10+,140,NA,Box,0.32Kg (0.7 lb),94,LEGO exclusive,NA
75291,Death Star Final Duel,Star Wars™,775,$99.99 ,NA,2020,Ages_9+,140,4,Box,NA,241,Retail,Small
75293,Resistance I-TS Transport,Star Wars™,932,$99.99 ,NA,2020,Ages_9+,140,NA,Box,NA,215,Retail,Small
11717,Bricks Bricks Plates,Classic,1504,$69.99 ,NA,2020,Ages_4-99,144,NA,Box,NA,332,Retail,Small
75188,Resistance Bomber (Finch Dallow version),Star Wars™,780,NA,NA,2018,Ages_9-14,144,5,Box,1.42Kg (3.12 lb),252,Retail,Small
75274,TIE Fighter Pilot,Star Wars™,724,$59.99 ,NA,2020,Ages_18+,148,NA,Box,NA,155,NA,Small
75979,Hedwig,Harry Potter™,630,$39.99 ,NA,2020,Ages_10+,148,1,Box,NA,166,Retail,Small
31078,Tree House Treasures ,Creator 3-in-1,260,$29.99 ,NA,2018,Ages_7-12,152,2,Box,NA,119,NA,Small
60175,Mountain River Heist,City,387,NA,NA,2018,Ages_5-12,156,4,Box,NA,210,Retail,Small
80008,Monkie Kid's Cloud Jet,Monkie Kid,390,$59.99 ,NA,2020,Ages_8+,168,4,NA,NA,199,NA,Small
71719,Zane's Mino Creature,NINJAGO®,616,$49.99 ,NA,2020,Ages_8+,172,4,Box,NA,202,Retail,Small
10262,James Bond Aston Martin DB5,Creator Expert,1295,$149.99 ,NA,2018,Ages_16+,173,NA,Box,NA,310,LEGO exclusive,Small
75980,Attack on The Burrow,Harry Potter™,1047,$99.99 ,NA,2020,Ages_9+,180,8,Box,NA,383,Retail,Small
40366,LEGO House Dinosaurs,NA,864,NA,NA,2019,Ages_10+,188,NA,Box,NA,230,LEGO exclusive,NA
60270,Police Brick Box,City,301,$39.99 ,NA,2020,Ages_5+,188,4,Tub,1Kg (2.21 lb),162,Retail,Small
31098,Outback Cabin,Creator 3-in-1,305,$29.99 ,NA,2019,Ages_7+,196,2,Box,0.54Kg (1.19 lb),141,Retail,Small
80010,Demon Bull King,Monkie Kid,585,$89.99 ,NA,2020,Ages_9+,200,3,NA,NA,264,NA,Small
71721,Skull Sorcerer's Dragon,NINJAGO®,1016,$79.99 ,NA,2020,Ages_9+,200,6,Box,NA,303,Retail,Small
41258,Vibe City Concert,Trolls World Tour,494,$59.99 ,NA,2020,Ages_6+,204,NA,Box,NA,216,Retail,Small
41432,Alpaca Mountain Jungle Rescue,Friends,512,$59.99 ,NA,2020,Ages_7+,208,2,Box,NA,270,Retail,Small
80009,Pigsy's Food Truck,Monkie Kid,455,$69.99 ,NA,2020,Ages_8+,212,4,NA,NA,299,NA,Small
42112,Concrete Mixer Truck,Technic™,1163,$119.99 ,NA,2020,Ages_10+,216,NA,Box,NA,127,Retail,Small
41431,Heartlake City Brick Box,Friends,321,$39.99 ,NA,2020,Ages_5+,220,2,Tub,NA,121,Retail,Small
75181,Y-wing Starfighter,Star Wars™,1967,$199.99 ,NA,2018,Ages_14+,220,2,Box,NA,359,LEGO exclusive,Small
43179,Mickey Mouse and Minnie Mouse,Disney™,1739,$179.99 ,NA,2020,Ages_18+,236,NA,Box,NA,420,LEGO exclusive,Small
80011,Red Son's Inferno Truck,Monkie Kid,1111,$119.99 ,NA,2020,Ages_9+,244,5,NA,NA,350,NA,Small
40346,LEGOLAND,NA,1336,NA,NA,2019,Ages_8+,256,11,Box,NA,500,LEGOLAND exclusive,NA
71722,Skull Sorcerer's Dungeons,NINJAGO®,1171,$99.99 ,NA,2020,Ages_9+,256,8,Box,NA,425,Retail,Small
80012,Monkey King Warrior Mech,Monkie Kid,975,$149.99 ,NA,2020,Ages_10+,272,6,NA,NA,435,NA,Small
10273,Haunted House,Creator Expert,3231,$249.99 ,NA,2020,Ages_18+,312,8,Box,NA,467,Retail - limited,Small
71705,Destiny's Bounty,NINJAGO®,1781,$129.99 ,NA,2020,Ages_9+,316,7,Box,NA,479,Retail,Small
80105,Chinese New Year Temple Fair,NA,1664,$119.99 ,NA,2020,Ages_8+,320,14,Box,NA,409,Retail,NA
60203,Ski Resort,City,806,$89.99 ,NA,2019,Ages_6+,328,11,Box,1.5Kg (3.31 lb),348,Retail,Small
71044,Disney Train and Station,Powered UP,2925,$329.99 ,NA,2019,Ages_12+,397,5,Box,4.12Kg (9.09 lb),509,LEGO exclusive,Small
76139,1989 Batmobile,Batman™,3306,$249.99 ,NA,2019,Ages_16+,404,3,Box,NA,484,NA,Small
21318,Tree House,Ideas,3036,$199.99 ,NA,2019,Ages_16+,428,4,Box,3.8Kg (8.37 lb),482,Retail - limited,Small
70840,Welcome to Apocalypseburg!,THE LEGO® MOVIE 2™,3178,$299.99 ,NA,2019,Ages_16+,452,13,Box,NA,692,LEGO exclusive,Small
75936,Jurassic Park: T. rex Rampage,Jurassic World™,3120,$249.99 ,NA,2019,Ages_16+,464,6,Box,NA,525,LEGO exclusive,Small
80013,Monkie Kid's Team Secret HQ,Monkie Kid,1105,$169.99 ,NA,2020,Ages_10+,556,7,NA,NA,622,NA,Small
21323,Grand Piano,Ideas,3662,$349.99 ,NA,2020,Ages_18+,564,NA,Box,NA,345,Retail - limited,Small
42115,Lamborghini Sián FKP 37,Technic™,3696,$379.99 ,NA,2020,Ages_18+,657,NA,Box,NA,293,Retail,Small
10275,Elf Club House,NA,1197,NA,NA,2020,Ages_18+,NA,NA,Box,NA,NA,LEGO exclusive,NA
11915,NINJAGO Build Your Own Adventure parts,NA,NA,NA,NA,2018,Ages_NA,NA,1,Polybag,NA,NA,Retail,NA
11917,Animal Atlas parts,NA,60,NA,NA,2018,Ages_6+,NA,NA,Polybag,NA,36,NA,NA
11920,Parts for Star Wars: Build Your Own Adventure Galactic Missions,NA,66,NA,NA,2019,Ages_NA,NA,1,Polybag,NA,34,NA,NA
11923,Parts for Harry Potter: Build Your Own Adventure,NA,101,NA,NA,2019,Ages_6+,NA,1,Polybag,NA,NA,NA,NA
11926,Parts for Wooden Minifigure,NA,29,NA,NA,2019,Ages_NA,NA,NA,Polybag,NA,21,NA,NA
21038,Las Vegas,NA,487,NA,NA,2018,Ages_12+,NA,NA,Box,NA,NA,Retail,NA
30342,Lamborghini Huracán Super Trofeo EVO,Speed Champions,70,$4.99 ,NA,2020,Ages_6+,NA,NA,Polybag,NA,32,Retail - limited,Small
30370,Diver,NA,22,NA,NA,2020,Ages_5+,NA,1,Polybag,0.03Kg (0.06 lb),20,Retail - limited,NA
30385,Super Mushroom Surprise,NA,18,$4.99 ,NA,2020,Ages_6+,NA,NA,Polybag,NA,15,Retail - limited,NA
30420,Harry Potter and Hedwig: Owl Delivery,NA,31,NA,NA,2020,Ages_NA,NA,1,Polybag,NA,19,LEGO exclusive,NA
30541,Build a Duck,NA,10,$1.99 ,NA,2018,Ages_6+,NA,NA,Polybag,NA,6,Retail - limited,NA
30576,Christmas Tree,NA,70,$4.99 ,NA,2020,Ages_6+,NA,NA,Polybag,NA,27,NA,NA
30614,Lex Luthor,NA,4,NA,NA,2018,Ages_NA,NA,1,Polybag,NA,4,NA,NA
30617,Green Lantern Jessica Cruz,NA,4,NA,NA,2018,Ages_NA,NA,1,Polybag,NA,4,Promotional,NA
30623,SHAZAM!,NA,5,NA,NA,2019,Ages_6+,NA,1,Polybag,NA,5,NA,NA
31199,Marvel Studios Iron Man,LEGO® Art,3167,$119.99 ,NA,2020,Ages_18+,NA,NA,Box,NA,35,LEGO exclusive,Small
40303,Vehicle Set,NA,79,NA,NA,2018,Ages_6+,NA,NA,Polybag,0.08Kg (0.17 lb),43,LEGO exclusive,NA
40304,Numbers,NA,11,$5.99 ,NA,2018,Ages_1½+,NA,NA,Polybag,NA,10,NA,NA
40309,Food Accessories,Xtra,30,$3.99 ,NA,2018,Ages_6+,NA,NA,Polybag,0.02Kg (0.04 lb),16,LEGO exclusive,Small
40310,Botanical Accessories,Xtra,24,$3.99 ,NA,2018,Ages_6+,NA,NA,Polybag,0.02Kg (0.05 lb),11,LEGO exclusive,Small
40313,Bicycles,Xtra,21,$3.99 ,NA,2018,Ages_6+,NA,NA,Polybag,0.01Kg (0.03 lb),13,LEGO exclusive,Small
40316,Geoffrey,NA,NA,NA,NA,2018,Ages_NA,NA,NA,Box,NA,NA,NA,NA
40318,MSC Cruises,NA,181,NA,NA,2019,Ages_8+,NA,NA,Box,NA,59,Promotional,NA
40341,Sea Accessories,Xtra,24,$3.99 ,NA,2019,Ages_6+,NA,NA,Polybag,0.03Kg (0.06 lb),22,LEGO exclusive,Small
40356,LEGO House Exclusive Minifigure 2019,NA,7,NA,NA,2019,Ages_4+,NA,1,Other,NA,7,LEGO exclusive,NA
40357,BYGGLEK,NA,201,NA,NA,2020,Ages_NA,NA,NA,Box,NA,NA,Retail - limited,NA
40381,Monkey King,BrickHeadz,175,$9.99 ,NA,2020,Ages_10+,NA,NA,Box,NA,56,LEGO exclusive,Small
40386,Batman,LEGO® Brick Sketches™,115,$19.99 ,NA,2020,Ages_8+,NA,NA,Box,NA,54,LEGO exclusive,Small
40391,First Order Stormtrooper,Star Wars™,151,$19.99 ,NA,2020,Ages_8+,NA,NA,Box,NA,55,LEGO exclusive,Small
40394,LEGO House Chef,NA,NA,NA,NA,2020,Ages_NA,NA,NA,Polybag,NA,6,Not sold,NA
40400,Bird in a tree,NA,NA,NA,NA,2020,Ages_NA,NA,NA,Polybag,NA,22,Not sold,NA
